"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Comm_valid_count","Communication_Score","Collab_valid_count","Collaboration_Score"
15207444,2,4,4,4,4,3,3,2,3,2,2.5,1,5,3.6,5,2.3
15207597,4,3,2,3,3,3,2,2,2,2,1.75,1,5,3,5,1.95
15207699,4,4,2,4,4,2,3,2,2,3,1.75,1,5,3.6,5,2.15
15208449,4,4,3,3,3,2,2,2,2,2,1.75,1,5,3.4,5,1.75
15208591,4,2,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
15209760,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
15210021,4,4,4,3,3,4,4,2,1,3,1,1,5,3.6,5,2.6
15210204,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
15210313,3,4,4,4,4,4,4,2,2,2,1.75,1,5,3.8,5,2.55
15200301,3,3,3,2,3,2,2,1,3,2,2.5,4,5,2.8,5,2.5
15200531,3,3,3,3,4,3,3,1,5,3,4,4,5,3.2,5,3.4
15200809,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15202022,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
15202171,4,3,NA,2,3,NA,3,2,5,3,4,1,4,3,4,2.75
15202215,3,4,4,4,4,4,4,1,5,4,4,4,5,3.8,5,4
15202936,3,4,3,3,3,3,3,2,1,3,1,1,5,3.2,5,2.2
15203221,3,3,3,3,3,2,3,2,3,3,2.5,1,5,3,5,2.3
15203615,3,3,3,3,1,2,3,1,5,2,4,4,5,2.6,5,3
15204062,3,3,3,3,3,2,2,1,1,2,1,4,5,3,5,2.2
15204301,4,3,3,3,3,2,2,2,5,2,4,1,5,3.2,5,2.2
15204455,3,4,4,4,4,2,2,2,2,1,1.75,1,5,3.8,5,1.55
15204773,3,4,4,4,4,3,3,2,2,NA,1.75,1,5,3.8,4,2.1875
15204991,3,4,4,4,4,2,2,2,4,4,3.25,1,5,3.8,5,2.45
15205428,4,3,3,3,3,2,2,1,4,2,3.25,4,5,3.2,5,2.65
15206018,3,3,3,3,3,3,2,2,2,3,1.75,1,5,3,5,2.15
15206899,3,3,3,3,3,NA,2,2,4,2,3.25,1,5,3,4,2.0625
15207172,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
15207990,3,2,2,2,2,2,2,2,2,2,1.75,1,5,2.2,5,1.75
15209071,2,3,3,3,3,3,3,2,2,2,1.75,1,5,2.8,5,2.15
15209136,3,3,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
15209880,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
15209950,4,4,3,3,3,4,4,1,2,4,1.75,4,5,3.4,5,3.55
15209983,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
15210497,4,3,3,3,3,1,1,2,4,1,3.25,1,5,3.2,5,1.45
15210705,3,4,4,4,4,1,1,1,1,1,1,4,5,3.8,5,1.6
15200114,4,4,3,3,3,4,4,2,2,4,1.75,1,5,3.4,5,2.95
15200228,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15200747,1,4,4,4,4,3,3,2,2,3,1.75,1,5,3.4,5,2.35
15201690,3,4,4,4,4,4,3,1,2,4,1.75,4,5,3.8,5,3.35
15201768,3,3,3,4,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
15201921,3,3,3,3,4,3,3,1,2,3,1.75,4,5,3.2,5,2.95
15202044,3,3,4,4,3,1,2,2,2,2,1.75,1,5,3.4,5,1.55
15202253,4,4,4,4,4,4,4,1,4,4,3.25,4,5,4,5,3.85
15202302,3,3,3,2,3,3,2,1,3,2,2.5,4,5,2.8,5,2.7
15203112,2,4,4,3,4,4,4,2,3,3,2.5,1,5,3.4,5,2.9
15203543,2,3,3,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15203737,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
15204266,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
15204329,2,4,4,4,4,1,2,2,4,2,3.25,1,5,3.6,5,1.85
15204822,3,3,3,3,3,3,3,1,1,3,1,4,5,3,5,2.8
15204916,3,4,3,4,4,4,4,1,4,4,3.25,4,5,3.6,5,3.85
15205080,2,3,3,3,3,3,3,2,2,3,1.75,1,5,2.8,5,2.35
15205751,3,3,3,3,2,2,2,1,3,4,2.5,4,5,2.8,5,2.9
15206175,2,4,4,3,3,3,2,1,2,2,1.75,4,5,3.2,5,2.55
15206205,3,3,3,4,4,3,3,1,2,3,1.75,4,5,3.4,5,2.95
15206788,3,3,3,NA,3,2,2,2,4,3,3.25,1,4,3,5,2.25
15207007,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15207287,3,4,3,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
15207324,3,4,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
15207408,2,3,3,3,3,2,2,2,4,2,3.25,1,5,2.8,5,2.05
15207456,3,3,3,2,2,2,2,2,4,2,3.25,1,5,2.6,5,2.05
15207563,2,4,2,4,4,2,2,2,2,1,1.75,1,5,3.2,5,1.55
15207782,3,3,3,3,3,2,2,2,NA,2,NA,1,5,3,4,1.75
15207943,3,3,3,3,3,4,4,1,5,4,4,4,5,3,5,4
15207964,3,3,2,3,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
15208561,4,3,3,3,3,3,3,1,4,3,3.25,4,5,3.2,5,3.25
15209088,2,3,3,3,3,2,2,2,2,2,1.75,1,5,2.8,5,1.75
15209211,1,3,3,3,4,2,2,1,3,3,2.5,4,5,2.8,5,2.7
15209247,2,3,3,3,2,3,2,2,4,3,3.25,1,5,2.6,5,2.45
15209316,2,4,4,3,4,2,2,2,3,3,2.5,1,5,3.4,5,2.1
15209531,3,4,4,3,4,4,4,1,5,4,4,4,5,3.6,5,4
15209735,4,4,3,3,3,3,3,2,4,2,3.25,1,5,3.4,5,2.45
15210644,3,3,3,4,3,3,3,1,2,2,1.75,4,5,3.2,5,2.75
15201778,3,3,3,2,2,2,2,1,2,2,1.75,4,5,2.6,5,2.35
15202842,1,3,3,3,3,3,3,1,3,3,2.5,4,5,2.6,5,3.1
15203047,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
15203277,4,3,3,2,2,1,2,1,2,2,1.75,4,5,2.8,5,2.15
15203640,1,3,3,3,3,3,3,2,2,3,1.75,1,5,2.6,5,2.35
15204091,2,3,3,3,3,2,2,1,1,2,1,4,5,2.8,5,2.2
15204107,3,2,3,2,3,3,3,1,4,3,3.25,4,5,2.6,5,3.25
15204496,2,3,2,2,2,4,4,1,4,4,3.25,4,5,2.2,5,3.85
15204958,1,1,1,1,2,2,2,1,3,2,2.5,4,5,1.2,5,2.5
15205521,3,1,1,NA,2,2,2,1,3,1,2.5,4,4,1.75,5,2.3
15205770,4,3,3,3,3,3,3,2,1,3,1,1,5,3.2,5,2.2
15206091,3,3,3,2,3,3,2,1,3,1,2.5,4,5,2.8,5,2.5
15206121,3,3,2,2,3,2,2,2,2,2,1.75,1,5,2.6,5,1.75
15206557,3,4,4,4,4,3,3,2,2,1,1.75,1,5,3.8,5,1.95
15206688,3,4,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
15206782,4,3,3,2,3,4,4,2,3,4,2.5,1,5,3,5,3.1
15206817,3,4,3,4,4,3,3,2,2,3,1.75,1,5,3.6,5,2.35
15207237,1,4,3,3,4,3,3,2,2,1,1.75,1,5,3,5,1.95
15207252,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
15207801,2,3,3,1,2,3,3,2,2,2,1.75,1,5,2.2,5,2.15
15207959,3,3,3,3,3,3,3,2,5,3,4,1,5,3,5,2.8
15208283,3,4,4,4,3,2,2,2,2,2,1.75,1,5,3.6,5,1.75
15208941,3,4,4,4,4,2,2,2,1,2,1,1,5,3.8,5,1.6
15209109,3,4,3,2,2,2,2,2,2,2,1.75,1,5,2.8,5,1.75
15209499,3,3,4,3,4,2,2,2,2,2,1.75,1,5,3.4,5,1.75
15200208,3,4,2,2,2,3,2,1,2,2,1.75,4,5,2.6,5,2.55
15200827,3,3,3,2,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15201140,3,3,3,3,4,3,2,1,2,3,1.75,4,5,3.2,5,2.75
15201337,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
15201368,3,3,4,4,3,3,2,1,2,3,1.75,4,5,3.4,5,2.75
15201933,3,1,1,1,1,2,2,1,2,2,1.75,4,5,1.4,5,2.35
15203182,3,4,3,3,3,3,3,1,1,3,1,4,5,3.2,5,2.8
15203244,1,3,3,3,3,2,2,2,5,2,4,1,5,2.6,5,2.2
15203247,4,3,3,3,3,4,4,2,2,4,1.75,1,5,3.2,5,2.95
15203274,3,3,3,2,4,2,2,1,1,2,1,4,5,3,5,2.2
15203888,3,4,3,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
15203967,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15204485,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
15204616,3,3,3,3,3,3,3,2,2,3,1.75,1,5,3,5,2.35
15204874,2,4,3,3,4,3,2,2,2,2,1.75,1,5,3.2,5,1.95
15205104,3,4,4,3,4,2,2,1,2,2,1.75,4,5,3.6,5,2.35
15205802,3,3,3,3,3,2,2,2,3,2,2.5,1,5,3,5,1.9
15205925,2,2,3,3,3,2,2,1,1,2,1,4,5,2.6,5,2.2
15206423,3,3,3,3,3,3,3,1,2,3,1.75,4,5,3,5,2.95
15206791,2,2,2,3,3,2,2,1,5,2,4,4,5,2.4,5,2.8
15207460,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
15207636,NA,3,3,3,3,2,2,1,2,2,1.75,4,4,3,5,2.35
15208152,3,3,3,3,3,3,3,1,2,2,1.75,4,5,3,5,2.75
15208373,1,3,3,3,3,4,4,2,1,4,1,1,5,2.6,5,2.8
15208582,4,4,3,3,4,3,3,1,NA,2,NA,4,5,3.6,4,3
15208746,2,3,3,4,4,3,3,2,1,3,1,1,5,3.2,5,2.2
15209079,2,2,2,3,2,3,3,1,5,3,4,4,5,2.2,5,3.4
15209355,3,3,3,4,2,4,4,1,2,4,1.75,4,5,3,5,3.55
15209453,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
15209494,3,3,2,2,2,2,2,1,4,2,3.25,4,5,2.4,5,2.65
15210579,4,3,3,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
15201210,3,2,2,4,2,3,3,2,3,3,2.5,1,5,2.6,5,2.5
15201370,3,3,3,3,3,2,3,1,4,2,3.25,4,5,3,5,2.85
15201441,1,1,4,1,2,2,2,1,2,1,1.75,4,5,1.8,5,2.15
15201804,3,3,3,2,1,3,3,1,4,3,3.25,4,5,2.4,5,3.25
15201874,3,4,3,3,2,2,3,1,1,2,1,4,5,3,5,2.4
15201903,3,1,1,1,1,2,2,1,4,2,3.25,4,5,1.4,5,2.65
15202117,2,3,3,2,2,2,2,2,1,2,1,1,5,2.4,5,1.6
15202564,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
15203368,3,2,3,3,3,2,1,1,2,2,1.75,4,5,2.8,5,2.15
15203509,4,3,3,3,3,2,2,2,2,3,1.75,1,5,3.2,5,1.95
15203981,3,3,3,3,3,4,3,1,3,1,2.5,4,5,3,5,2.9
15205397,2,3,2,4,4,3,3,1,2,3,1.75,4,5,3,5,2.95
15205631,3,3,3,3,3,3,3,2,1,3,1,1,5,3,5,2.2
15206003,3,2,3,3,2,1,1,2,5,1,4,1,5,2.6,5,1.6
15206083,4,3,3,NA,3,2,1,2,2,2,1.75,1,4,3.25,5,1.55
15206186,2,4,4,4,4,2,1,2,2,1,1.75,1,5,3.6,5,1.35
15206404,3,4,4,4,4,2,2,2,4,2,3.25,1,5,3.8,5,2.05
15206504,3,2,3,2,3,2,3,1,5,1,4,4,5,2.6,5,2.8
15207851,2,4,4,4,4,3,2,NA,4,2,3.25,NA,5,3.6,4,2.5625
15208534,3,4,4,3,2,3,3,1,NA,3,NA,4,5,3.2,4,3.25
15209484,2,3,3,3,NA,3,3,1,5,3,4,4,4,2.75,5,3.4
15209552,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
15209703,2,3,2,4,3,3,2,1,3,3,2.5,4,5,2.8,5,2.9
15210659,3,3,3,2,2,3,3,1,3,3,2.5,4,5,2.6,5,3.1
15201130,3,3,4,2,4,4,3,1,4,1,3.25,4,5,3.2,5,3.05
15201946,2,1,2,2,1,2,2,1,4,1,3.25,4,5,1.6,5,2.45
15201990,2,3,2,4,3,1,2,1,5,1,4,4,5,2.8,5,2.4
15203896,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
15203994,2,3,3,3,4,3,2,1,3,2,2.5,4,5,3,5,2.7
15204390,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
15205198,2,3,3,3,3,2,2,2,3,2,2.5,1,5,2.8,5,1.9
15205782,1,NA,3,3,2,4,4,1,5,4,4,4,4,2.25,5,4
15206008,2,4,4,4,4,3,3,1,4,3,3.25,4,5,3.6,5,3.25
15206021,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
15207231,3,3,3,3,3,1,1,1,4,1,3.25,4,5,3,5,2.05
15207259,3,4,4,4,4,4,4,1,5,4,4,4,5,3.8,5,4
15208778,2,3,3,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15208950,2,4,4,4,4,2,2,2,2,2,1.75,1,5,3.6,5,1.75
15210413,2,3,3,2,3,NA,2,1,2,NA,1.75,4,5,2.6,3,2.58333333333333
15210466,3,3,3,2,2,2,2,1,4,2,3.25,4,5,2.6,5,2.65
15210680,2,3,3,2,1,3,3,2,3,3,2.5,1,5,2.2,5,2.5
15200170,2,3,3,3,3,2,2,1,2,2,1.75,4,5,2.8,5,2.35
15200485,3,3,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
15201377,3,2,3,4,3,4,3,1,4,2,3.25,4,5,3,5,3.25
15202349,3,3,3,4,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
15202571,3,NA,3,4,2,3,4,1,5,4,4,4,4,3,5,3.8
15202641,2,4,4,NA,4,3,3,2,2,3,1.75,1,4,3.5,5,2.35
15204653,2,4,4,3,2,4,4,2,2,4,1.75,1,5,3,5,2.95
15204801,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15205437,1,4,4,4,4,2,2,2,4,2,3.25,1,5,3.4,5,2.05
15205465,NA,4,4,4,4,4,4,1,5,4,4,4,4,4,5,4
15205702,2,1,3,3,3,2,2,2,2,2,1.75,1,5,2.4,5,1.75
15205859,2,3,1,4,2,4,4,2,2,1,1.75,1,5,2.4,5,2.35
15206080,3,4,4,4,4,4,4,1,1,4,1,4,5,3.8,5,3.4
15206301,3,3,2,3,3,3,3,1,3,2,2.5,4,5,2.8,5,2.9
15206966,2,3,2,2,2,2,2,2,2,2,1.75,1,5,2.2,5,1.75
15208041,4,4,4,4,4,4,4,1,5,4,4,4,5,4,5,4
15208533,2,3,3,3,2,3,3,1,2,3,1.75,4,5,2.6,5,2.95
15208753,2,4,3,3,2,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15208872,3,3,2,2,2,2,2,1,1,2,1,4,5,2.4,5,2.2
15210522,3,2,3,2,2,2,2,1,2,2,1.75,4,5,2.4,5,2.35
15200127,2,3,3,3,2,3,3,1,5,3,4,4,5,2.6,5,3.4
15200617,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,1.6
15200877,4,3,3,2,2,2,3,2,2,3,1.75,1,5,2.8,5,2.15
15201092,3,2,3,2,3,3,3,1,2,2,1.75,4,5,2.6,5,2.75
15201509,3,2,3,3,3,1,1,1,5,1,4,4,5,2.8,5,2.2
15201765,4,1,1,1,1,3,3,1,2,3,1.75,4,5,1.6,5,2.95
15202751,4,3,3,3,3,2,2,1,4,2,3.25,4,5,3.2,5,2.65
15202879,3,4,2,2,3,3,2,1,2,3,1.75,4,5,2.8,5,2.75
15203363,3,3,1,2,2,1,1,2,3,2,2.5,1,5,2.2,5,1.5
15203781,2,2,2,1,2,1,1,1,3,2,2.5,4,5,1.8,5,2.1
15203956,4,3,3,3,3,2,2,1,2,2,1.75,4,5,3.2,5,2.35
15204425,4,1,2,2,2,4,4,1,3,4,2.5,4,5,2.2,5,3.7
15205340,1,3,2,3,3,1,1,2,2,1,1.75,1,5,2.4,5,1.15
15205510,1,3,3,2,2,2,1,2,2,2,1.75,1,5,2.2,5,1.55
15205725,3,3,3,3,3,3,2,1,2,3,1.75,4,5,3,5,2.75
15205785,3,3,3,3,3,2,2,1,4,2,3.25,4,5,3,5,2.65
15206332,3,3,3,2,3,3,2,1,2,2,1.75,4,5,2.8,5,2.55
15206779,2,3,3,2,2,1,2,1,5,2,4,4,5,2.4,5,2.6
15207013,3,4,4,3,3,2,2,2,2,2,1.75,1,5,3.4,5,1.75
15207365,3,4,4,4,4,3,3,1,2,4,1.75,4,5,3.8,5,3.15
15207686,2,4,3,4,4,3,2,2,3,2,2.5,1,5,3.4,5,2.1
15208184,NA,2,2,3,3,2,2,NA,NA,2,NA,NA,4,2.5,3,2
15208425,3,3,3,3,3,2,2,1,3,2,2.5,4,5,3,5,2.5
15209145,3,NA,3,2,3,2,2,2,3,2,2.5,1,4,2.75,5,1.9
15209150,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15209178,1,1,4,3,3,1,2,2,2,1,1.75,1,5,2.4,5,1.35
15209439,3,3,3,1,1,3,3,1,2,2,1.75,4,5,2.2,5,2.75
15210301,3,3,3,3,3,2,2,2,4,2,3.25,1,5,3,5,2.05
15210627,1,3,3,3,3,3,3,1,3,3,2.5,4,5,2.6,5,3.1
15200005,3,3,3,4,3,3,2,1,3,2,2.5,4,5,3.2,5,2.7
15202695,2,4,4,4,4,2,2,2,4,2,3.25,1,5,3.6,5,2.05
15203340,3,2,3,2,2,2,2,2,2,2,1.75,1,5,2.4,5,1.75
15205411,3,4,2,3,4,2,3,2,3,3,2.5,1,5,3.2,5,2.3
15209102,3,3,3,2,2,2,2,2,2,2,1.75,1,5,2.6,5,1.75
15200220,3,3,3,2,4,2,3,1,2,2,1.75,4,5,3,5,2.55
15200608,3,3,3,4,3,3,3,2,2,2,1.75,1,5,3.2,5,2.15
15200846,4,3,3,3,3,2,2,2,2,2,1.75,1,5,3.2,5,1.75
15201012,3,3,3,2,3,3,3,2,1,3,1,1,5,2.8,5,2.2
15201506,2,3,3,3,3,2,2,2,1,2,1,1,5,2.8,5,1.6
15201975,1,2,2,3,2,1,1,1,5,2,4,4,5,2,5,2.4
15203132,3,4,1,4,4,1,2,1,2,1,1.75,4,5,3.2,5,1.95
15203406,3,4,4,4,4,3,3,1,3,3,2.5,4,5,3.8,5,3.1
15203921,4,4,4,3,4,1,2,2,2,2,1.75,1,5,3.8,5,1.55
15205274,3,4,1,4,4,3,3,2,2,2,1.75,1,5,3.2,5,2.15
15205708,2,3,3,3,3,2,2,2,2,3,1.75,1,5,2.8,5,1.95
15206143,3,4,4,3,4,3,2,2,5,2,4,1,5,3.6,5,2.4
15206520,2,3,3,3,3,3,3,2,2,3,1.75,1,5,2.8,5,2.35
15206832,4,3,3,3,3,2,2,1,2,2,1.75,4,5,3.2,5,2.35
15207171,2,4,3,4,4,2,3,2,4,3,3.25,1,5,3.4,5,2.45
15207759,2,3,4,2,3,2,2,2,1,2,1,1,5,2.8,5,1.6
15208386,2,4,4,4,4,3,3,2,5,3,4,1,5,3.6,5,2.8
15208404,3,4,4,3,4,3,3,2,5,4,4,1,5,3.6,5,3
15208629,4,3,3,4,3,2,2,2,2,3,1.75,1,5,3.4,5,1.95
15208693,2,3,3,3,3,1,1,2,4,1,3.25,1,5,2.8,5,1.45
15208998,1,3,4,4,3,3,3,1,5,2,4,4,5,3,5,3.2
15209400,3,4,3,4,3,2,2,2,3,3,2.5,1,5,3.4,5,2.1
15210362,4,4,4,4,4,4,4,1,2,4,1.75,4,5,4,5,3.55
15200310,3,4,4,3,4,3,3,2,4,3,3.25,1,5,3.6,5,2.65
15200455,3,3,2,3,3,3,3,1,NA,3,NA,4,5,2.8,4,3.25
15200477,3,4,3,2,2,3,4,2,1,3,1,1,5,2.8,5,2.4
15200885,2,4,4,4,4,4,4,1,1,4,1,4,5,3.6,5,3.4
15200997,2,4,4,3,4,2,2,1,3,2,2.5,4,5,3.4,5,2.5
15201769,4,4,3,3,2,3,3,1,2,3,1.75,4,5,3.2,5,2.95
15202124,4,3,3,3,4,3,3,2,3,3,2.5,1,5,3.4,5,2.5
15202756,2,3,3,3,3,1,1,1,2,2,1.75,4,5,2.8,5,1.95
15203000,4,3,3,4,3,4,3,1,2,3,1.75,4,5,3.4,5,3.15
15203018,2,4,3,3,4,4,3,1,NA,4,NA,4,5,3.2,4,3.75
15203157,3,4,4,4,4,4,3,1,2,4,1.75,4,5,3.8,5,3.35
15203167,3,3,3,3,3,2,2,1,2,2,1.75,4,5,3,5,2.35
15203216,3,1,3,1,2,2,2,1,2,2,1.75,4,5,2,5,2.35
15203412,4,4,4,4,4,3,3,1,4,3,3.25,4,5,4,5,3.25
15203546,4,4,4,3,3,3,3,1,2,3,1.75,4,5,3.6,5,2.95
15203699,3,3,3,3,3,2,2,NA,2,2,1.75,NA,5,3,4,1.9375
15203910,3,4,4,4,3,3,3,2,1,3,1,1,5,3.6,5,2.2
15204378,4,4,4,4,4,2,4,1,2,4,1.75,4,5,4,5,3.15
15204400,3,4,3,4,3,4,4,1,2,3,1.75,4,5,3.4,5,3.35
15204883,4,3,3,3,3,4,4,NA,1,4,1,NA,5,3.2,4,3.25
15205337,3,3,3,3,3,3,3,1,3,3,2.5,4,5,3,5,3.1
15205384,3,4,3,3,4,2,2,1,2,4,1.75,4,5,3.4,5,2.75
15205983,4,1,1,1,1,3,3,2,2,3,1.75,1,5,1.6,5,2.35
15206381,3,3,3,3,4,3,2,1,2,4,1.75,4,5,3.2,5,2.95
15206627,4,3,3,3,2,4,4,1,2,4,1.75,4,5,3,5,3.55
15206975,3,2,3,2,2,2,2,2,1,1,1,1,5,2.4,5,1.4
15207664,4,3,3,3,3,3,3,2,2,3,1.75,1,5,3.2,5,2.35
15207779,3,4,3,3,3,4,4,1,2,4,1.75,4,5,3.2,5,3.55
15207841,3,4,4,3,2,3,2,2,2,2,1.75,1,5,3.2,5,1.95
15208302,2,4,4,4,4,4,4,NA,3,4,2.5,NA,5,3.6,4,3.625
15208765,4,4,4,4,4,4,4,1,3,4,2.5,4,5,4,5,3.7
15209113,4,4,3,3,2,3,4,2,1,3,1,1,5,3.2,5,2.4
15209318,4,3,3,2,2,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15209819,3,4,3,4,4,3,4,1,2,3,1.75,4,5,3.6,5,3.15
15209875,4,3,3,3,3,3,3,1,2,3,1.75,4,5,3.2,5,2.95
15200675,3,4,3,3,3,2,2,1,2,3,1.75,4,5,3.2,5,2.55
15200685,3,4,4,NA,2,1,1,1,5,2,4,4,4,3.25,5,2.4
15200957,3,3,3,3,3,3,3,2,4,2,3.25,1,5,3,5,2.45
15201365,4,4,3,3,3,3,2,1,3,3,2.5,4,5,3.4,5,2.9
15201792,2,4,4,4,4,3,3,1,2,4,1.75,4,5,3.6,5,3.15
15203378,2,4,3,3,4,4,4,2,5,4,4,1,5,3.2,5,3.4
15203568,1,3,3,4,4,4,4,2,3,4,2.5,1,5,3,5,3.1
15204395,3,3,4,4,4,2,4,1,2,3,1.75,4,5,3.6,5,2.95
15204647,3,3,3,4,4,4,4,2,3,4,2.5,1,5,3.4,5,3.1
15205016,2,4,4,4,4,1,1,2,2,1,1.75,1,5,3.6,5,1.15
15205869,3,3,3,3,3,2,2,2,2,2,1.75,1,5,3,5,1.75
15206022,1,2,3,3,3,NA,NA,1,3,2,2.5,4,5,2.4,3,2.83333333333333
15206469,2,3,4,3,3,2,3,2,4,2,3.25,1,5,3,5,2.25
15206617,2,4,3,3,4,2,3,2,2,3,1.75,1,5,3.2,5,2.15
15206654,2,3,4,3,3,4,4,2,2,4,1.75,1,5,3,5,2.95
15206808,3,3,3,3,3,3,3,1,4,3,3.25,4,5,3,5,3.25
15207079,3,3,3,3,3,4,4,2,3,4,2.5,1,5,3,5,3.1
15207605,3,4,4,4,4,3,2,2,3,3,2.5,1,5,3.8,5,2.3
15208417,3,4,4,4,4,3,2,2,4,2,3.25,1,5,3.8,5,2.25
15209169,2,4,3,4,4,2,2,2,2,1,1.75,1,5,3.4,5,1.55
15209332,2,3,3,3,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
15210245,3,3,3,3,3,2,2,2,1,2,1,1,5,3,5,1.6
15210323,2,3,3,2,1,2,3,2,1,2,1,1,5,2.2,5,1.8
15210406,2,3,3,4,2,4,4,2,2,4,1.75,1,5,2.8,5,2.95
15200763,3,3,3,3,4,3,3,1,1,3,1,4,5,3.2,5,2.8
15200775,2,3,3,3,2,3,3,1,4,3,3.25,4,5,2.6,5,3.25
15201544,3,1,1,1,1,4,3,1,3,3,2.5,4,5,1.4,5,3.3
15202670,3,4,4,4,4,2,3,1,2,3,1.75,4,5,3.8,5,2.75
15203289,3,4,4,4,4,3,3,2,2,4,1.75,1,5,3.8,5,2.55
15203302,4,4,4,4,4,4,4,2,2,4,1.75,1,5,4,5,2.95
15203588,3,3,3,3,3,3,3,1,2,2,1.75,4,5,3,5,2.75
15203686,4,1,1,3,1,3,2,2,2,3,1.75,1,5,2,5,2.15
15203780,4,3,4,3,3,4,4,2,2,4,1.75,1,5,3.4,5,2.95
15205899,3,3,3,2,3,3,2,2,2,2,1.75,1,5,2.8,5,1.95
15206378,1,3,4,3,3,3,3,1,2,3,1.75,4,5,2.8,5,2.95
15206516,3,3,3,2,2,2,2,1,2,2,1.75,4,5,2.6,5,2.35
15207743,2,4,4,4,4,2,3,2,2,2,1.75,1,5,3.6,5,1.95
15208983,3,3,3,3,2,3,3,2,2,3,1.75,1,5,2.8,5,2.35
15209415,4,4,4,4,4,4,4,1,1,4,1,4,5,4,5,3.4
15209861,1,4,4,4,4,3,3,2,2,3,1.75,1,5,3.4,5,2.35
15210190,3,4,4,4,4,3,2,2,2,2,1.75,1,5,3.8,5,1.95
15210209,3,4,4,4,3,3,2,2,2,2,1.75,1,5,3.6,5,1.95
15210383,3,3,4,3,2,3,2,2,2,3,1.75,1,5,3,5,2.15
15201550,3,4,3,3,2,1,2,1,4,3,3.25,4,5,3,5,2.65
15201617,3,2,3,2,2,2,2,2,2,3,1.75,1,5,2.4,5,1.95
15202148,3,4,4,3,1,4,4,2,2,4,1.75,1,5,3,5,2.95
15202757,4,4,4,4,3,3,3,1,2,3,1.75,4,5,3.8,5,2.95
15203941,3,3,3,2,3,2,2,2,1,2,1,1,5,2.8,5,1.6
15204367,3,3,3,4,4,4,4,2,2,4,1.75,1,5,3.4,5,2.95
15204525,3,1,3,1,1,3,3,1,3,2,2.5,4,5,1.8,5,2.9
15204535,2,3,3,3,3,1,1,2,1,4,1,1,5,2.8,5,1.6
15204694,3,3,3,4,4,2,2,1,2,2,1.75,4,5,3.4,5,2.35
15204849,4,4,4,4,3,3,3,2,4,3,3.25,1,5,3.8,5,2.65
15205076,2,3,3,3,3,3,3,2,5,3,4,1,5,2.8,5,2.8
